
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
512,2000-03-29,2017-08-22,남동공단,인천광역시 연수구동춘동 산62-35 6617부대 2대대,인천기상대(112),37.3968,126.6621,9.06,,,,
512,1994-12-22,2000-03-29,남동공단,인천광역시 연수구동춘동 산62-35 6617부대 2대대,인천기상대(112),37.410,126.710,22,,,,
513,2022-09-28,,덕적지도,인천광역시 옹진군백아리 산155,인천기상대(112),37.0655,126.0143,29.53,,,,
513,2020-09-25,2022-09-01,덕적도,인천광역시 옹진군백아리 산155,인천기상대(112),37.2272,126.145,20.02,,,,
513,2019-04-10,2020-09-25,덕적도,인천광역시 옹진군백아리 산155,인천기상대(112),37.2272,126.145,20.02,,,,
513,2014-11-17,2019-04-10,덕적도,인천광역시 옹진군백아리 산155,인천기상대(112),37.2272,126.145,20.02,,,,
513,1997-07-25,2014-11-17,덕적도,인천광역시 옹진군백아리 산155,인천기상대(112),37.2331,126.1468,17.6,,,,
513,1991-03-14,1997-07-25,덕적도,인천광역시 옹진군백아리 산155,인천기상대(112),37.2207,126.1445,26,,,,
528,2015-12-23,2018-05-01,백령면,인천광역시 옹진군 백령면진촌리 1031,백령도기상대(102),37.974,124.7124,36,,,,
528,2011-12-13,2015-12-23,백령면,인천광역시 옹진군 백령면진촌리 1031,백령도기상대(102),37.9788,124.7207,45,,,,
528,2007-10-17,2011-12-12,백령면,인천광역시 옹진군 백령면진촌리 1031,백령도기상대(102),37.9743,124.7188,32.77,,,,
528,2000-10-05,2007-10-17,백령면,인천광역시 옹진군 백령면진촌리 1031,백령도기상대(102),37.9743,124.7187,32.26,,,,
528,1998-11-20,2000-07-06,백령도,인천광역시 옹진군 백령면진촌리 1031,인천기상대(112),37.9667,124.6667,36,,,,
528,1998-09-24,1998-11-20,백령도,인천광역시 옹진군 백령면진촌리 1031,인천기상대(112),37.9667,124.6667,36,,,,
543,2023-11-01,,영종도,인천광역시 중구 백운로 57-25영종유치원(중산동),인천기상대(112),37.499,126.5496,25.79,,,,
543,2022-10-02,2023-11-01,영종도,인천광역시 중구 백운로 57-25영종유치원(중산동),인천기상대(112),37.499,126.5496,25.79,,,,
543,1999-10-07,2022-10-02,영종도,인천광역시 중구 백운로 57-25영종유치원(중산동),인천기상대(112),37.499,126.5496,25.79,,,,
543,1992-11-16,1999-10-07,영종도,인천광역시 중구 백운로 57-25영종유치원(중산동),인천기상대(112),37.480,126.530,56,,,,
570,2022-10-07,,금곡,인천광역시 서구금곡동 산14-1해병대 제2사단 ,인천기상대(112),37.6232,126.6423,33.72,,,,
570,2010-12-14,2022-10-07,금곡,인천광역시 서구금곡동 산14-1해병대 제2사단 ,인천기상대(112),37.6232,126.6423,33.72,,,,
570,1999-09-05,2010-12-14,양곡,인천광역시 서구금곡동 산14-1해병대 제2사단 ,인천기상대(112),37.6215,126.6472,61,,,,
570,1993-09-11,1999-09-05,양곡,인천광역시 서구금곡동 산14-1해병대 제2사단 ,인천기상대(112),37.6549,126.6254,27,,,,
577,2023-11-01,,장봉도,인천광역시 옹진군북도면 장봉리1052번지 장동분교 ,인천기상대(112),37.5341,126.3365,11.41,,,,
577,1993-09-04,2023-11-01,장봉도,인천광역시 옹진군북도면 장봉리1052번지 장동분교 ,인천기상대(112),37.5341,126.3365,11.41,,,,
631,2020-03-07,,송도,인천광역시 연수구 인천신항대로892번길 40송도종합스포츠센터 (송도동),인천기상대(112),37.3478,126.6154,9.74,,,10.000,
631,2007-10-16,2020-03-07,송도,인천광역시 연수구 인천신항대로892번길 40송도종합스포츠센터 (송도동),인천기상대(112),37.3478,126.6154,9.74,,,10.000,
631,2001-01-05,2007-10-09,팔미도,인천광역시 연수구 인천신항대로892번길 40송도종합스포츠센터 (송도동),인천기상대(112),37.355,126.5133,63,,,,
649,2020-03-07,,부평,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.4722,126.7507,25.91,,,,
649,2010-12-01,2020-03-07,부평,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.4722,126.7507,25.91,,,,
649,2007-10-28,2010-12-01,선미도,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.285,126.080,160,,,,
649,2001-01-05,2007-10-28,선미도,인천광역시 부평구구산동 사서함317-4번지  ,인천기상대(112),37.285,126.080,160,,,,
654,2021-07-20,,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.254,126.3076,10.46,,,,
654,2019-04-12,2021-07-20,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.254,126.3076,10.46,,,,
654,2015-12-04,2019-04-12,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.254,126.3076,10.46,,,,
654,2004-11-10,2015-12-04,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.2546,126.3072,18.81,,,,
654,1999-06-19,2004-11-10,자월도,인천광역시 옹진군자월면 자월리1023번지  ,인천기상대(112),37.250,126.3333,23,,,,
655,2019-04-11,,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,백령도기상대(102),37.7602,124.7291,83,,,,
655,2004-11-16,2019-04-11,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,백령도기상대(102),37.7602,124.7291,83,,,,
655,2000-01-31,2004-11-16,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,백령도기상대(102),37.750,124.7167,83,,,,
655,1999-06-24,2000-01-31,소청도,인천광역시 옹진군대청면 소청리소청서로 279 소청도항로표지소,인천기상대(112),37.750,124.7167,83,,,,
656,2021-07-18,,볼음도,인천광역시 강화군서도면 볼음도리 421-4 (해병대 초소) ,인천기상대(112),37.6873,126.1934,49.15,,,,
656,2019-04-12,2021-07-18,볼음도,인천광역시 강화군서도면 볼음도리 421-4 (해병대 초소) ,인천기상대(112),37.6709,126.1922,14.75,,,,
656,2004-11-10,2019-04-12,볼음도,인천광역시 강화군서도면 볼음도리 421-4 (해병대 초소) ,인천기상대(112),37.6709,126.1922,14.75,,,,
656,1999-06-10,2004-11-10,볼음도,인천광역시 강화군서도면 볼음도리 421-4 (해병대 초소) ,인천기상대(112),37.650,126.1833,30,,,,
662,2020-10-23,,승봉도,인천광역시 옹진군자월면 승봉리승봉초등학교  ,인천기상대(112),37.1706,126.297,10.19,,,7.000,
662,2007-10-09,2020-10-23,승봉도,인천광역시 옹진군자월면 승봉리승봉초등학교  ,인천기상대(112),37.1707,126.297,13.27,,,7.000,
662,2001-01-05,2007-10-05,부도,인천광역시 옹진군자월면 승봉리승봉초등학교  ,인천기상대(112),37.1467,126.350,30,,,,
663,2020-10-22,,목덕도,인천광역시 옹진군덕적면 백아리산185번지  ,인천기상대(112),36.9286,125.7869,62.53,,,,
663,2001-02-21,2020-10-22,목덕도,인천광역시 옹진군덕적면 백아리산185번지  ,인천기상대(112),36.9286,125.7869,62.53,,,,
664,2016-11-21,,영흥도,인천광역시 옹진군영흥면 외리248-5 인천광역시수산자원연구소 ,인천기상대(112),37.2247,126.4584,17.72,,,,
664,2007-09-13,2016-11-21,영흥도,인천광역시 옹진군영흥면 외리248-5 인천광역시수산자원연구소 ,인천기상대(112),37.2556,126.484,26,,,,
664,2001-01-05,2007-09-13,영흥도,인천광역시 옹진군영흥면 외리248-5 인천광역시수산자원연구소 ,인천기상대(112),37.2667,126.4667,25,,,,
665,2007-09-11,,무의도,인천광역시 중구 대무의로 302-17인천용유초등학교 무의분교(무의동),인천기상대(112),37.3904,126.4252,28.32,,,,
665,2001-01-05,2007-09-11,무의도,인천광역시 중구 대무의로 302-17인천용유초등학교 무의분교(무의동),인천기상대(112),37.3833,126.4167,26,,,,
