
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
685,2013-10-02,2015-07-13,강정,제주특별자치도 서귀포시 중산간서로212 제주특별자치도농업기술원,서귀포지역기상서비스센터(189),33.2613,126.4893,143,,,,
724,2019-12-11,,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9578,126.3016,8.1,,,,
724,2016-05-26,2019-12-11,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9578,126.3016,8.1,,,,
724,2009-06-29,2016-05-26,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.959,126.2978,9.75,,,,
724,2005-12-23,2009-06-29,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9591,126.2927,18,,,,
724,1991-10-22,2005-12-23,추자도,제주특별자치도 제주시추자면 영흥리31-14번지  ,제주지방기상청(184),33.9547,126.3006,58,,,,
725,2023-11-01,,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2020-10-27,2023-11-01,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2016-05-05,2020-10-27,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2015-07-13,2016-05-05,우도,제주특별자치도 제주시우도면 연평리772번지  ,제주지방기상청(184),33.5065,126.9534,6.36,,,,
725,1990-06-01,2015-07-13,우도,제주특별자치도 제주시우도면 연평리772번지  ,성산지역기상서비스센터(188),33.5065,126.9534,38.48,,,,
726,2023-11-01,,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2020-11-04,2023-11-01,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2016-11-06,2020-11-04,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2015-07-13,2016-11-06,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,제주지방기상청(184),33.1171,126.2673,25.5,,,,
726,2008-12-26,2015-07-13,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,고산지역기상서비스센터(185),33.1171,126.2673,25.5,,,,
726,1990-06-02,2008-12-26,마라도,제주특별자치도 서귀포시대정읍 가파리584번지  ,고산지역기상서비스센터(185),33.1137,126.2714,44,,,,
727,2023-11-30,,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.4099,126.3929,425.21,,,,
727,2010-11-16,2023-11-30,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.4099,126.3929,425.21,,,,
727,1998-05-01,2010-11-16,유수암,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.390,126.3949,422,,,,
727,1991-06-03,1998-05-01,애월,제주특별자치도 제주시애월읍 평화로2144 제주경마공원 ,제주지방기상청(184),33.400,126.380,447,,,,
751,2023-11-30,,와산,제주특별자치도 제주시조천읍 와산리 350-1,제주지방기상청(184),33.4793,126.6939,248,,,,
751,2023-04-11,2023-11-30,와산,제주특별자치도 제주시조천읍 와산리 350-1,제주지방기상청(184),33.4793,126.6939,248,,,,
751,2014-09-25,2023-04-11,선흘,제주특별자치도 제주시조천읍 와산리 350-1,제주지방기상청(184),33.4821,126.709,251.09,,,,
751,1991-10-24,2014-09-25,선흘,제주특별자치도 제주시조천읍 와산리 350-1,제주지방기상청(184),33.4585,126.7119,340.6,,,,
752,2023-11-30,,서광,제주특별자치도 서귀포시안덕면 신화역사로188번길 62 ,제주지방기상청(184),33.3046,126.306,188.42,,,,
752,2015-07-13,2023-11-30,서광,제주특별자치도 서귀포시안덕면 신화역사로188번길 62 ,제주지방기상청(184),33.3046,126.306,188.42,,,,
752,2013-12-03,2015-07-13,서광,제주특별자치도 서귀포시안덕면 신화역사로188번길 62 ,고산지역기상서비스센터(185),33.3046,126.3111,187,,,,
752,1992-11-30,2013-12-03,서광,제주특별자치도 서귀포시안덕면 신화역사로188번길 62 ,고산지역기상서비스센터(185),33.285,126.3022,143.5,,,,
753,2012-11-06,,어리목,제주특별자치도 제주시1100로 2070-61한라산국립공원관리사무소  ,제주지방기상청(184),33.393,126.4959,967.83,,,,
753,1992-11-30,2012-11-06,어리목,제주특별자치도 제주시1100로 2070-61한라산국립공원관리사무소  ,제주지방기상청(184),33.3921,126.4941,968.28,,,,
779,2016-11-09,,한림,제주특별자치도 제주시한림읍 명월리1969번지  ,제주지방기상청(184),33.3927,126.2581,38.79,,,,
779,2015-07-13,2016-11-09,한림,제주특별자치도 제주시한림읍 명월리1969번지  ,제주지방기상청(184),33.4105,126.2673,21.63,,,,
779,1994-12-01,2015-07-13,한림,제주특별자치도 제주시한림읍 명월리1969번지  ,고산지역기상서비스센터(185),33.4105,126.2673,21.63,,,,
780,2023-11-01,,제주남원,제주특별자치도 서귀포시남원읍 태위로551-27 남원생활체육관 ,제주지방기상청(184),33.2772,126.7044,25.86,,,,
780,2016-08-01,2023-11-01,제주남원,제주특별자치도 서귀포시남원읍 태위로551-27 남원생활체육관 ,제주지방기상청(184),33.2772,126.7044,25.86,,,,
780,2015-07-13,2016-08-01,남원,제주특별자치도 서귀포시남원읍 태위로551-27 남원생활체육관 ,제주지방기상청(184),33.280,126.7208,17.22,,,,
780,1993-10-19,2015-07-13,남원,제주특별자치도 서귀포시남원읍 태위로551-27 남원생활체육관 ,서귀포지역기상서비스센터(189),33.280,126.7208,17.22,,,,
781,2023-11-01,,구좌,제주특별자치도 제주시구좌읍 하도리2233 - 1,제주지방기상청(184),33.5199,126.8777,17.18,,,,
781,2020-10-23,2023-11-01,구좌,제주특별자치도 제주시구좌읍 하도리2233 - 1,제주지방기상청(184),33.5199,126.8777,17.18,,,,
781,2015-07-13,2020-10-23,구좌,제주특별자치도 제주시구좌읍 하도리2233 - 1,제주지방기상청(184),33.5199,126.8777,18,,,,
781,2013-11-30,2015-07-13,구좌,제주특별자치도 제주시구좌읍 하도리2233 - 1,성산지역기상서비스센터(188),33.5199,126.8777,18,,,,
781,1997-04-24,2013-11-30,구좌,제주특별자치도 제주시구좌읍 하도리2233 - 1,성산지역기상서비스센터(188),33.5226,126.8519,18.4,,,,
781,1993-10-21,1997-04-24,구좌,제주특별자치도 제주시구좌읍 하도리2233 - 1,제주지방기상청(184),33.550,126.750,7,,,,
782,2012-12-26,,성판악,제주특별자치도 제주시조천읍 516로1865 성판악탐방안내소 ,제주지방기상청(184),33.3851,126.6194,760.47,,,,
782,1998-05-14,2012-12-26,성판악,제주특별자치도 제주시조천읍 516로1865 성판악탐방안내소 ,제주지방기상청(184),33.3845,126.6194,757.42,,,,
792,2021-08-11,,표선,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,제주지방기상청(184),33.3536,126.8168,80.47,,,,
792,2016-09-01,2021-08-11,표선,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,제주지방기상청(184),33.3536,126.8168,80.47,,,,
792,2015-07-13,2016-09-01,표선면,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,제주지방기상청(184),33.3536,126.8168,77.2,,,,
792,2009-06-17,2015-07-13,표선면,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,성산지역기상서비스센터(188),33.3536,126.8168,77.2,,,,
792,2004-11-03,2009-06-17,가시,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,성산지역기상서비스센터(188),33.350,126.7667,113,,,,
792,2001-12-28,2004-11-03,가시,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,제주지방기상청(184),33.350,126.7667,100,,,,
792,1999-06-18,2001-12-28,가시,제주특별자치도 서귀포시표선면 한마음초등로399 표선생활체육관 ,제주지방기상청(184),33.3506,126.7737,120,,,,
793,2023-11-01,,대정,제주특별자치도 서귀포시대정읍 일과리1396-2번지  ,제주지방기상청(184),33.241,126.2263,2.64,,,,
793,2016-11-03,2023-11-01,대정,제주특별자치도 서귀포시대정읍 일과리1396-2번지  ,제주지방기상청(184),33.241,126.2263,2.64,,,,
793,2015-07-13,2016-11-03,모슬포,제주특별자치도 서귀포시대정읍 일과리1396-2번지  ,제주지방기상청(184),33.2167,126.250,11.36,,,,
793,1999-01-13,2015-07-13,모슬포,제주특별자치도 서귀포시대정읍 일과리1396-2번지  ,고산지역기상서비스센터(185),33.2167,126.250,11.36,,,,
855,2022-10-28,,가파도,제주특별자치도 서귀포시가파리 373-1번지  ,제주지방기상청(184),33.1733,126.2683,4.25,,,,
855,2016-11-10,2022-10-28,가파도,제주특별자치도 서귀포시가파리 373-1번지  ,제주지방기상청(184),33.1733,126.2683,4.25,,,,
855,2015-07-13,2016-11-10,가파도,제주특별자치도 서귀포시가파리 373-1번지  ,제주지방기상청(184),33.1664,126.2735,12.19,,,,
855,2002-01-21,2015-07-13,가파도,제주특별자치도 서귀포시가파리 373-1번지  ,고산지역기상서비스센터(185),33.1664,126.2735,12.19,,,,
861,2023-12-28,,제주김녕,제주특별자치도 제주시구좌읍 김녕리 83-9,제주지방기상청(184),33.5556,126.773,21,,,,
861,2021-08-05,2023-12-28,월정,제주특별자치도 제주시구좌읍 김녕리 83-9,제주지방기상청(184),33.5623,126.7781,34,,,,
861,2018-04-16,2021-08-05,월정,제주특별자치도 제주시구좌읍 김녕리 83-9,제주지방기상청(184),33.5623,126.7781,34,,,,
861,2015-12-01,2018-04-16,월정,제주특별자치도 제주시구좌읍 김녕리 83-9,제주지방기상청(184),33.5615,126.7795,34,,,,
861,2002-10-25,2002-11-22,대이작,제주특별자치도 제주시구좌읍 김녕리 83-9,인천기상대(112),37.1667,126.2833,7,,,,
861,2002-03-05,2002-07-01,인천W,제주특별자치도 제주시구좌읍 김녕리 83-9,인천기상대(112),37.4322,126.6927,16.5,,,,
862,2023-11-30,,송당,제주특별자치도 제주시 구좌읍 중산간동로 2212송당리사무소,제주지방기상청(184),33.4706,126.7792,196.63,,,,
862,2022-10-14,2023-11-30,송당,제주특별자치도 제주시 구좌읍 중산간동로 2212송당리사무소,제주지방기상청(184),33.4706,126.7792,195.36,,,,
862,2018-08-10,2022-10-14,송당,제주특별자치도 제주시 구좌읍 중산간동로 2212송당리사무소,제주지방기상청(184),33.4706,126.7792,196.63,,,,
862,2016-09-01,2018-08-09,김녕,제주특별자치도 제주시 구좌읍 중산간동로 2212송당리사무소,제주지방기상청(184),33.5281,126.7692,110.5,,,,
862,2015-12-01,2016-09-01,만장굴,제주특별자치도 제주시 구좌읍 중산간동로 2212송당리사무소,제주지방기상청(184),33.5279,126.7698,82,,,,
862,2002-03-05,2002-07-01,수원W,제주특별자치도 제주시 구좌읍 중산간동로 2212송당리사무소,수도권기상청(119),37.2837,127.039,74.5,,,,
863,2023-10-21,,외도,제주특별자치도 제주시외도1동 1019  ,제주지방기상청(184),33.4769,126.4317,52.65,,,,
863,2020-10-23,2023-10-21,외도,제주특별자치도 제주시외도1동 1019  ,제주지방기상청(184),33.4769,126.4317,52.65,,,,
863,2015-12-01,2020-10-23,외도,제주특별자치도 제주시외도1동 1019  ,제주지방기상청(184),33.4769,126.4316,86.2,,,,
863,2002-03-05,2002-07-01,대전W,제주특별자치도 제주시외도1동 1019  ,대전지방기상청(133),36.3572,127.3276,66.5,,,,
865,2023-11-30,,오등,제주특별자치도 제주시오등동 1809번지  ,제주지방기상청(184),33.4577,126.522,233.9,,,,
865,2021-08-04,2023-11-30,오등,제주특별자치도 제주시오등동 1809번지  ,제주지방기상청(184),33.4577,126.522,233.9,,,,
865,2016-11-05,2021-08-04,오등,제주특별자치도 제주시오등동 1809번지  ,제주지방기상청(184),33.4577,126.522,233.9,,,,
865,2015-12-01,2016-11-05,오등,제주특별자치도 제주시오등동 1809번지  ,제주지방기상청(184),33.4627,126.5191,210,,,,
865,2002-03-05,2002-07-01,광주W,제주특별자치도 제주시오등동 1809번지  ,광주지방기상청(156),35.1306,126.8769,45,,,,
866,2021-10-15,2024-04-04,한라생태숲,제주특별자치도 제주시 516로 2596용강동 산14-1 (용강동),제주지방기상청(184),33.4302,126.5978,588.19,,,,
866,2020-10-23,2021-10-15,한라생태숲,제주특별자치도 제주시 516로 2596용강동 산14-1 (용강동),제주지방기상청(184),33.4302,126.5978,588.19,,,,
866,2018-06-01,2020-10-23,한라생태숲,제주특별자치도 제주시 516로 2596용강동 산14-1 (용강동),제주지방기상청(184),33.4302,126.5978,618.3,,,,
866,2015-12-01,2018-06-01,용강,제주특별자치도 제주시 516로 2596용강동 산14-1 (용강동),제주지방기상청(184),33.4302,126.5978,618.3,,,,
866,2002-03-05,2002-07-01,대구W,제주특별자치도 제주시 516로 2596용강동 산14-1 (용강동),대구(구 143),35.8267,128.6923,105.5,,,,
867,2021-10-15,,삼각봉,제주특별자치도 제주시오라2동 산107-20번지  ,제주지방기상청(184),33.3769,126.5305,1503.33,,,,
867,2020-10-23,2021-10-15,삼각봉,제주특별자치도 제주시오라2동 산107-20번지  ,제주지방기상청(184),33.3769,126.5305,1499.4,,,,
867,2015-12-01,2020-10-23,삼각봉,제주특별자치도 제주시오라2동 산107-20번지  ,제주지방기상청(184),33.3769,126.5305,1528,,,,
867,2002-03-05,2002-07-01,울산W,제주특별자치도 제주시오라2동 산107-20번지  ,울산기상대(152),35.5323,129.2619,46,,,,
868,2021-10-15,,사제비,제주특별자치도 제주시애월읍 광령리 산183-6번지,제주지방기상청(184),33.376,126.498,1397.53,,,,
868,2020-10-23,2021-10-15,사제비,제주특별자치도 제주시애월읍 광령리 산183-6번지,제주지방기상청(184),33.376,126.498,1392.7,,,,
868,2015-12-01,2020-10-23,사제비,제주특별자치도 제주시애월읍 광령리 산183-6번지,제주지방기상청(184),33.376,126.498,1434,,,,
868,2002-03-05,2002-11-02,부산W,제주특별자치도 제주시애월읍 광령리 산183-6번지,부산지방기상청(159),35.1871,129.0609,37.5,,,,
869,2023-11-01,,영실,제주특별자치도 서귀포시영실로 497,제주지방기상청(184),33.3483,126.4964,1260.2,,,,
869,2015-12-01,2023-11-01,영실,제주특별자치도 서귀포시영실로 497,제주지방기상청(184),33.3483,126.4964,1260.2,,,,
869,2002-03-05,2002-07-01,서귀포W,제주특별자치도 서귀포시영실로 497,제주지방기상청(184),33.243,126.5113,77,,,,
870,2022-10-18,,진달래밭,제주특별자치도 서귀포시남원읍 영실로492 진달래밭대피소 ,제주지방기상청(184),33.3698,126.5557,1488.56,,,,
870,2020-10-23,2022-10-18,진달래밭,제주특별자치도 서귀포시남원읍 영실로492 진달래밭대피소 ,제주지방기상청(184),33.3698,126.5557,1488.56,,,,
870,2010-11-22,2020-10-23,진달래밭,제주특별자치도 서귀포시남원읍 영실로492 진달래밭대피소 ,제주지방기상청(184),33.3698,126.5557,1489.37,,,,
870,2010-08-20,2010-11-22,진달래밭,제주특별자치도 서귀포시남원읍 영실로492 진달래밭대피소 ,제주지방기상청(184),33.3833,126.550,1490,,,,
870,2002-12-16,2010-08-20,진달래밭,제주특별자치도 서귀포시남원읍 영실로492 진달래밭대피소 ,제주지방기상청(184),33.3833,126.550,1490,,,,
871,2022-10-16,,윗세오름,제주특별자치도 제주시애월읍 1100로2070-510 윗세오름대피소 ,제주지방기상청(184),33.3623,126.5181,1675.81,,,,
871,2020-10-23,2022-10-16,윗세오름,제주특별자치도 제주시애월읍 1100로2070-510 윗세오름대피소 ,제주지방기상청(184),33.3623,126.5181,1665.71,,,,
871,2010-12-02,2020-10-23,윗세오름,제주특별자치도 제주시애월읍 1100로2070-510 윗세오름대피소 ,제주지방기상청(184),33.3624,126.518,1668.26,,,,
871,2010-08-19,2010-12-02,윗세오름,제주특별자치도 제주시애월읍 1100로2070-510 윗세오름대피소 ,제주지방기상청(184),33.3667,126.5167,1673,,,,
871,2002-12-16,2010-08-19,윗세오름,제주특별자치도 제주시애월읍 1100로2070-510 윗세오름대피소 ,제주지방기상청(184),33.3667,126.5167,1673,,,,
880,2020-10-23,2021-05-17,금악,제주특별자치도 제주시한림읍 금악리산56-3  ,제주지방기상청(184),33.3328,126.3237,319.78,,,,
880,2015-12-01,2020-10-23,금악,제주특별자치도 제주시한림읍 금악리산56-3  ,제주지방기상청(184),33.3328,126.3237,337.7,,,,
883,2023-11-30,,새별오름,제주특별자치도 제주시애월읍 봉성리 4554-22,제주지방기상청(184),33.3623,126.3599,435,,,,
883,2021-08-06,2023-11-30,새별오름,제주특별자치도 제주시애월읍 봉성리 4554-22,제주지방기상청(184),33.3623,126.3599,435,,,,
883,2018-06-01,2021-08-06,새별오름,제주특별자치도 제주시애월읍 봉성리 4554-22,제주지방기상청(184),33.3623,126.3599,435,,,,
883,2017-10-30,2018-06-01,봉성,제주특별자치도 제주시애월읍 봉성리 4554-22,제주지방기상청(184),33.3623,126.3599,435,,,,
883,2015-12-01,2017-10-30,안덕,제주특별자치도 제주시애월읍 봉성리 4554-22,제주지방기상청(184),33.3155,126.347,375,,,,
884,2023-10-20,,서호,제주특별자치도 서귀포시 서호북로 33국립기상과학원 (서호동),제주지방기상청(184),33.2593,126.5176,173.45,,,,
884,2015-07-13,2023-10-20,기상(과),제주특별자치도 서귀포시 서호북로 33국립기상과학원 (서호동),제주지방기상청(184),33.2593,126.5176,173.45,,,,
884,2013-12-19,2015-07-13,기상(연),제주특별자치도 서귀포시 서호북로 33국립기상과학원 (서호동),서귀포지역기상서비스센터(189),33.2593,126.5176,177.6,,,,
885,2023-11-30,,한남,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,제주지방기상청(184),33.3314,126.6785,244.29,,,,
885,2023-10-20,2023-11-30,한남,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,제주지방기상청(184),33.3314,126.6785,244.29,,,,
885,2022-10-13,2023-10-20,태풍센터,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,제주지방기상청(184),33.3314,126.6785,244.29,,,,
885,2015-07-13,2022-10-13,태풍센터,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,제주지방기상청(184),33.3314,126.6785,244.29,,,,
885,2010-12-14,2015-07-13,태풍센터,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,서귀포지역기상서비스센터(189),33.3315,126.6784,246.3,,,,
885,2007-12-28,2010-12-14,태풍센터,제주특별자치도 서귀포시남원읍 서성로810번길 2 ,서귀포지역기상서비스센터(189),33.3314,126.6783,236.77,,,10.000,
890,2023-11-30,,제주가시리,제주특별자치도 서귀포시표선면 가시리 산 45-4,제주지방기상청(184),33.3854,126.7336,275.2,,,10.000,
890,2021-08-03,2023-11-30,제주가시리,제주특별자치도 서귀포시표선면 가시리 산 45-4,제주지방기상청(184),33.3854,126.7336,275.2,,,10.000,
890,2020-11-27,2021-08-03,제주가시리,제주특별자치도 서귀포시표선면 가시리 산 45-4,제주지방기상청(184),33.3853,126.7336,275.2,,,10.000,
890,2015-12-01,2020-11-27,신례,제주특별자치도 서귀포시표선면 가시리 산 45-4,제주지방기상청(184),33.3145,126.6358,302,,,,
891,2015-12-01,2019-08-09,색달,서귀포시 색달동 산50,제주지방기상청(184),33.2913,126.4223,425,,,,
892,2020-10-23,,성산수산,제주특별자치도 서귀포시성산읍 수산리 3039-1,제주지방기상청(184),33.4501,126.8513,102.47,,,,
892,2019-06-19,2020-10-23,성산수산,제주특별자치도 서귀포시성산읍 수산리 3039-1,제주지방기상청(184),33.4501,126.8513,126.7,,,,
893,2022-10-13,,애월,제주특별자치도 제주시애월읍 애월리397-2  ,제주지방기상청(184),33.4659,126.3275,5.24,,,,
893,2020-10-23,2022-10-13,애월,제주특별자치도 제주시애월읍 애월리397-2  ,제주지방기상청(184),33.4659,126.3275,5.24,,,,
893,2019-08-09,2020-10-23,애월,제주특별자치도 제주시애월읍 애월리397-2  ,제주지방기상청(184),33.4658,126.3272,25.3,,,,
965,2022-10-15,,한라산남벽,,제주지방기상청(184),33.3524,126.533,1576,,,,
965,2020-07-31,2022-10-15,한라산남벽,,제주지방기상청(184),33.3524,126.533,1576,,,,
980,2022-11-26,,강정,제주특별자치도 서귀포시강정동 3438-3,제주지방기상청(184),33.2599,126.4892,135,,,,
980,2022-10-28,2022-11-26,강정,제주특별자치도 서귀포시강정동 3438-3,제주지방기상청(184),33.2606,126.4895,141.84,,,,
980,2018-02-01,2022-10-28,강정,제주특별자치도 서귀포시강정동 3438-3,제주지방기상청(184),33.2606,126.4895,141.84,,,,
980,2017-12-15,2018-02-01,서귀포(농),제주특별자치도 서귀포시강정동 3438-3,제주지방기상청(184),33.2461,126.5653,50.47,,,,
980,2015-07-13,2017-12-15,서귀포(농),제주특별자치도 서귀포시강정동 3438-3,제주지방기상청(184),33.2461,126.5653,50.47,,,,
980,2007-10-31,2015-07-13,서귀포(농),제주특별자치도 서귀포시강정동 3438-3,서귀포지역기상서비스센터(189),33.2461,126.5653,50.47,,,,
980,2002-09-14,2002-11-01,강서A,제주특별자치도 서귀포시강정동 3438-3,부산지방기상청(159),35.2111,128.9806,5,,,,
989,2023-11-01,,안덕화순,,제주지방기상청(184),33.2579,126.3299,91.2,,,,
989,2021-05-18,2023-11-01,안덕화순,,제주지방기상청(184),33.2579,126.3299,90,,,,
990,2022-10-13,,낙천,,제주지방기상청(184),33.3182,126.2305,77.67,,,,
990,2021-11-17,2022-10-13,낙천,,제주지방기상청(184),33.3182,126.2305,76,,,,
993,2024-04-06,,제주금악,,제주지방기상청(184),33.3423,126.3099,279,,,,
